"employee_number","attrition","age","monthly_income","department","job_level","job_role","gender","marital_status","distance_from_home","education","business_travel","over_time","job_satisfaction","environment_satisfaction","job_involvement","performance_rating","relationship_satisfaction","total_working_years","stock_option_level","training_times_last_year","work_life_balance","years_at_company","years_in_current_role","years_since_last_promotion","years_with_curr_manager"
1915,"0",34,8103,"Sales",2,"Sales Executive","Female","Married",3,1,"Travel_Rarely","Yes",4,4,2,3,3,9,0,3,2,4,2,0,1
1916,"0",31,3978,"Research & Development",1,"Laboratory Technician","Female","Divorced",4,3,"Travel_Rarely","No",3,1,4,3,2,4,1,0,2,2,2,2,2
1918,"0",26,2544,"Research & Development",1,"Laboratory Technician","Male","Married",6,3,"Travel_Frequently","No",4,3,4,3,1,8,1,3,3,7,7,7,7
1924,"0",33,5487,"Sales",2,"Sales Executive","Male","Single",10,4,"Travel_Rarely","No",3,2,3,3,2,10,0,2,2,10,4,0,9
1927,"0",28,6834,"Sales",2,"Sales Executive","Male","Married",1,2,"Travel_Frequently","Yes",4,3,2,3,3,7,1,2,3,7,7,0,7
1928,"1",29,1091,"Sales",1,"Sales Representative","Male","Single",24,3,"Travel_Frequently","No",1,3,4,3,4,1,0,3,3,1,0,0,0
1929,"0",39,5736,"Sales",2,"Sales Executive","Female","Married",21,4,"Non-Travel","No",3,1,1,3,3,10,1,1,3,3,2,1,2
1931,"0",27,2226,"Research & Development",1,"Research Scientist","Male","Married",2,4,"Travel_Rarely","No",2,2,3,3,3,6,1,3,2,5,3,1,2
1932,"0",34,5747,"Research & Development",2,"Research Scientist","Male","Married",22,4,"Travel_Frequently","Yes",4,3,2,3,2,16,0,3,3,15,10,6,11
1933,"1",28,9854,"Sales",2,"Sales Executive","Female","Single",13,2,"Travel_Rarely","Yes",3,4,3,3,4,6,0,0,3,2,0,2,2
1934,"0",47,5467,"Research & Development",2,"Research Scientist","Male","Married",14,4,"Non-Travel","No",2,3,3,3,3,16,1,4,4,8,7,1,7
1935,"0",56,5380,"Sales",2,"Sales Executive","Female","Married",11,5,"Travel_Rarely","No",1,4,2,3,3,6,1,3,3,0,0,0,0
1936,"0",39,5151,"Research & Development",2,"Manufacturing Director","Male","Married",9,2,"Travel_Rarely","No",1,1,3,4,4,10,1,3,3,10,0,7,9
1937,"0",38,2133,"Research & Development",2,"Research Scientist","Female","Divorced",8,3,"Travel_Frequently","Yes",2,4,2,3,3,20,1,3,3,20,11,0,7
1938,"0",58,17875,"Sales",4,"Manager","Female","Married",21,3,"Travel_Rarely","Yes",4,4,3,3,3,29,1,2,2,1,0,0,0
1939,"1",32,2432,"Research & Development",1,"Research Scientist","Female","Single",5,2,"Travel_Frequently","Yes",3,1,4,3,1,8,0,2,3,4,1,0,3
1940,"0",38,4771,"Research & Development",1,"Research Scientist","Male","Divorced",9,2,"Travel_Rarely","No",4,2,3,3,4,10,2,0,4,5,2,0,3
1943,"0",42,5087,"Sales",2,"Sales Executive","Male","Divorced",12,4,"Travel_Rarely","Yes",4,2,3,3,3,14,2,4,3,0,0,0,0
1944,"1",27,2863,"Human Resources",1,"Human Resources","Female","Married",22,3,"Travel_Frequently","No",2,1,2,3,1,1,0,2,3,1,0,0,0
1945,"0",35,5561,"Sales",2,"Sales Executive","Male","Married",18,4,"Travel_Rarely","No",1,2,3,3,4,6,1,2,1,5,3,0,4
1947,"0",28,2144,"Research & Development",1,"Research Scientist","Male","Single",16,3,"Non-Travel","No",3,3,3,3,3,5,0,3,2,5,3,1,4
1949,"0",36,2810,"Research & Development",1,"Laboratory Technician","Male","Married",9,4,"Non-Travel","No",2,1,4,4,2,5,0,3,3,5,4,0,2
1951,"0",34,8628,"Sales",3,"Sales Executive","Male","Divorced",13,4,"Travel_Rarely","No",3,4,3,3,3,9,1,2,2,8,7,1,1
1952,"0",26,2867,"Research & Development",1,"Laboratory Technician","Male","Single",1,3,"Travel_Rarely","No",1,3,3,3,4,8,0,6,2,7,7,7,6
1955,"0",32,6667,"Research & Development",2,"Healthcare Representative","Female","Divorced",15,4,"Non-Travel","No",4,3,3,3,2,9,1,6,3,5,1,1,2
1956,"0",31,5003,"Research & Development",2,"Research Scientist","Male","Married",1,3,"Travel_Frequently","No",1,4,1,4,2,10,0,6,3,10,8,8,7
1960,"1",28,2367,"Research & Development",1,"Laboratory Technician","Male","Divorced",17,3,"Travel_Rarely","No",4,3,2,3,1,6,1,2,2,4,1,0,3
1961,"0",38,2858,"Sales",1,"Sales Representative","Male","Single",1,3,"Travel_Rarely","No",1,1,2,3,1,20,0,3,2,1,0,0,0
1962,"0",35,5204,"Sales",2,"Sales Executive","Female","Married",7,4,"Travel_Rarely","Yes",4,3,3,3,4,10,0,2,3,10,8,0,9
1965,"0",27,4105,"Sales",2,"Sales Executive","Male","Single",9,3,"Travel_Rarely","No",4,4,3,3,1,7,0,5,3,7,7,0,7
1966,"0",32,9679,"Research & Development",2,"Manufacturing Director","Male","Single",5,4,"Travel_Rarely","No",4,4,2,4,2,8,0,1,3,1,0,0,0
1967,"1",31,5617,"Sales",2,"Sales Executive","Male","Married",26,4,"Travel_Frequently","Yes",4,1,3,3,3,10,0,4,3,10,7,0,8
1968,"1",53,10448,"Sales",3,"Sales Executive","Male","Single",24,4,"Travel_Rarely","Yes",1,1,3,3,2,15,0,2,2,2,2,2,2
1969,"0",54,2897,"Research & Development",2,"Research Scientist","Female","Married",9,2,"Travel_Rarely","No",3,1,3,3,3,9,2,6,2,4,3,2,3
1970,"0",33,5968,"Research & Development",2,"Healthcare Representative","Male","Divorced",7,2,"Travel_Frequently","No",3,4,3,4,3,9,3,2,3,9,7,2,8
1971,"0",43,7510,"Research & Development",3,"Healthcare Representative","Male","Married",11,3,"Travel_Rarely","No",3,1,3,3,2,10,1,1,3,10,9,0,9
1972,"0",38,2991,"Human Resources",1,"Human Resources","Male","Married",1,4,"Travel_Frequently","Yes",2,4,3,3,2,7,1,2,3,6,2,1,2
1973,"0",55,19636,"Human Resources",5,"Manager","Male","Married",26,4,"Travel_Rarely","Yes",2,3,4,3,1,35,1,0,3,10,9,1,4
1974,"0",31,1129,"Research & Development",1,"Laboratory Technician","Female","Divorced",2,1,"Travel_Rarely","Yes",4,4,1,3,3,1,3,4,3,1,0,0,0
1975,"0",39,13341,"Sales",4,"Sales Executive","Male","Single",15,4,"Travel_Rarely","No",1,2,3,3,1,21,0,3,3,20,8,11,10
1976,"0",42,4332,"Research & Development",2,"Research Scientist","Male","Single",23,2,"Non-Travel","No",3,4,2,3,4,20,0,2,3,20,9,3,7
1980,"0",54,4440,"Research & Development",2,"Manufacturing Director","Female","Single",10,3,"Travel_Rarely","Yes",1,3,3,3,4,9,0,3,3,5,2,1,4
1982,"0",23,2647,"Research & Development",1,"Laboratory Technician","Male","Single",12,2,"Travel_Rarely","No",4,4,3,3,3,5,0,6,4,5,2,1,4
1986,"0",40,5677,"Sales",2,"Sales Executive","Female","Married",2,2,"Travel_Rarely","No",2,2,3,3,3,15,1,4,3,11,8,5,10
1989,"0",30,3748,"Research & Development",1,"Laboratory Technician","Male","Married",1,2,"Travel_Rarely","No",2,4,3,3,3,12,0,6,2,12,8,1,7
1992,"0",25,3977,"Research & Development",1,"Laboratory Technician","Male","Divorced",2,1,"Travel_Rarely","Yes",3,4,3,3,3,7,1,2,2,2,2,0,2
1993,"0",47,8633,"Research & Development",3,"Healthcare Representative","Male","Single",25,3,"Travel_Rarely","No",3,1,3,4,2,25,0,3,3,17,14,12,11
1994,"0",33,2008,"Research & Development",1,"Laboratory Technician","Male","Divorced",1,2,"Non-Travel","No",3,2,2,3,3,1,3,2,2,1,1,0,0
1995,"0",38,4440,"Sales",2,"Sales Executive","Male","Married",1,4,"Travel_Rarely","No",2,4,3,3,1,16,2,3,3,15,13,5,8
1996,"0",31,3067,"Sales",1,"Sales Representative","Male","Married",2,2,"Travel_Rarely","No",3,1,3,3,3,3,1,1,3,2,2,1,2
1998,"0",42,5410,"Research & Development",2,"Research Scientist","Male","Divorced",18,4,"Travel_Rarely","Yes",1,4,3,3,3,9,1,3,2,4,3,1,2
2000,"0",47,11957,"Research & Development",3,"Research Director","Female","Married",1,1,"Non-Travel","No",2,3,3,3,1,14,2,3,1,13,8,5,12
2003,"0",35,2660,"Research & Development",1,"Laboratory Technician","Male","Married",11,4,"Travel_Rarely","Yes",3,4,3,3,3,5,1,3,3,2,2,2,2
2008,"0",35,5098,"Research & Development",2,"Research Scientist","Male","Single",9,4,"Travel_Rarely","No",3,2,3,3,2,10,0,5,3,10,7,0,8
2009,"0",33,4878,"Research & Development",2,"Healthcare Representative","Female","Married",15,2,"Travel_Rarely","Yes",4,2,3,3,1,10,1,6,3,9,7,8,1
2010,"0",32,2837,"Research & Development",1,"Laboratory Technician","Female","Single",29,4,"Travel_Rarely","No",2,3,2,3,3,6,0,3,3,6,2,4,1
2014,"0",39,4108,"Research & Development",2,"Research Scientist","Male","Single",24,1,"Travel_Rarely","No",4,1,3,3,1,18,0,2,3,7,7,1,7
2016,"0",32,10422,"Sales",3,"Sales Executive","Female","Married",1,4,"Travel_Rarely","No",4,3,3,3,3,14,2,3,3,14,10,5,7
2019,"0",52,3482,"Sales",1,"Sales Representative","Male","Divorced",29,4,"Non-Travel","No",4,1,3,3,2,16,2,3,2,9,8,0,0
2020,"0",44,2436,"Research & Development",1,"Research Scientist","Male","Single",1,3,"Travel_Rarely","Yes",4,2,3,3,3,6,0,2,3,4,3,1,2
2021,"0",21,2380,"Sales",1,"Sales Representative","Male","Single",5,1,"Travel_Rarely","Yes",1,3,3,3,4,2,0,6,3,2,2,1,2
2023,"1",23,1790,"Sales",1,"Sales Representative","Male","Married",9,3,"Travel_Frequently","No",1,4,3,3,1,1,1,3,2,1,0,1,0
2024,"0",36,7644,"Sales",3,"Sales Executive","Female","Married",3,3,"Travel_Rarely","No",4,1,2,3,3,10,2,2,3,9,7,3,4
2025,"0",36,5131,"Research & Development",2,"Manufacturing Director","Female","Divorced",4,2,"Travel_Frequently","No",2,4,3,3,2,18,3,3,3,4,2,0,2
2026,"0",56,6306,"Research & Development",2,"Healthcare Representative","Male","Divorced",1,4,"Non-Travel","No",3,3,3,4,1,13,1,2,2,13,12,1,9
2027,"1",29,4787,"Research & Development",1,"Research Scientist","Male","Married",1,4,"Travel_Rarely","Yes",4,1,3,3,2,4,3,3,4,2,2,2,2
2031,"0",42,18880,"Research & Development",5,"Manager","Male","Married",2,3,"Travel_Rarely","No",3,1,3,3,1,24,0,2,2,22,6,4,14
2032,"1",56,2339,"Research & Development",1,"Laboratory Technician","Male","Married",7,2,"Travel_Rarely","No",3,4,3,3,4,14,1,4,1,10,9,9,8
2035,"0",34,6712,"Sales",2,"Sales Executive","Female","Married",28,3,"Travel_Rarely","No",3,4,2,4,4,8,2,2,3,8,7,1,7
2036,"0",36,5406,"Sales",2,"Sales Executive","Male","Divorced",15,4,"Non-Travel","No",4,4,1,4,1,15,1,4,2,15,12,11,11
2037,"0",41,8938,"Sales",2,"Sales Executive","Male","Divorced",3,3,"Travel_Rarely","No",2,3,2,3,3,14,1,5,3,5,4,0,4
2038,"0",32,2439,"Research & Development",1,"Research Scientist","Male","Single",2,3,"Travel_Rarely","No",1,4,3,3,4,4,0,4,3,4,2,1,2
2040,"0",35,8837,"Human Resources",3,"Human Resources","Female","Single",26,4,"Travel_Rarely","Yes",4,3,3,3,3,9,0,2,3,9,0,1,7
2041,"0",38,5343,"Sales",2,"Sales Executive","Female","Married",10,2,"Travel_Rarely","No",4,1,3,3,3,10,1,1,3,10,7,1,9
2044,"1",50,6728,"Sales",2,"Sales Executive","Male","Divorced",1,4,"Travel_Frequently","No",3,2,3,3,4,12,2,3,3,6,3,0,1
2045,"0",36,6652,"Sales",2,"Sales Executive","Female","Married",11,4,"Travel_Rarely","No",4,2,2,3,1,8,1,2,2,6,3,0,0
2046,"0",45,4850,"Sales",2,"Sales Executive","Female","Single",20,3,"Travel_Rarely","No",3,4,3,3,3,8,0,3,3,5,3,0,1
2049,"0",35,5689,"Research & Development",2,"Healthcare Representative","Male","Married",18,4,"Travel_Frequently","Yes",3,3,3,3,4,10,2,2,4,10,2,0,2
2051,"0",40,2001,"Research & Development",1,"Research Scientist","Female","Married",2,4,"Travel_Rarely","No",3,3,3,3,2,20,3,2,3,5,3,0,2
2053,"0",29,4025,"Research & Development",2,"Laboratory Technician","Male","Married",13,2,"Travel_Rarely","Yes",2,4,2,3,1,10,1,2,3,4,3,0,3
2055,"1",50,10854,"Sales",3,"Sales Executive","Male","Divorced",28,3,"Travel_Rarely","Yes",1,4,2,3,2,20,1,3,3,3,2,2,0
2057,"0",31,9936,"Research & Development",2,"Manufacturing Director","Male","Single",5,3,"Non-Travel","No",1,2,3,3,2,10,0,2,3,9,4,1,7
2060,"0",26,2966,"Sales",1,"Sales Representative","Female","Single",5,3,"Travel_Rarely","No",3,4,2,3,4,5,0,2,3,4,2,0,0
2064,"0",27,6142,"Research & Development",2,"Manufacturing Director","Male","Married",4,3,"Travel_Rarely","Yes",2,2,4,4,2,6,1,0,3,6,2,0,3
2065,"0",49,5390,"Sales",2,"Sales Executive","Male","Married",2,3,"Travel_Frequently","No",2,4,2,3,4,17,0,3,2,9,6,0,8
2068,"0",34,4404,"Research & Development",2,"Laboratory Technician","Male","Married",8,3,"Travel_Rarely","No",3,2,4,3,1,6,0,3,4,4,3,1,2
